"","dz","x","y"
"3636","S01010141",264433.33269834,664129.76329189
"3637","S01010142",264134.54643677,664046.73318647
"3638","S01010143",264396.96191163,663809.98616825
"3639","S01010144",263987.54368892,663776.98112574
"3640","S01010145",263850.35628038,664107.85570995
"3641","S01010146",263597.33810903,664281.46895987
"3642","S01010147",263914.80611669,664362.81578573
"3643","S01010148",262783.7252333,664722.92941356
"3644","S01010149",263263.201885,664697.85638508
"3645","S01010150",263572.86301102,664869.08817022
"3646","S01010151",263739.13414615,665095.10107163
"3647","S01010152",262812.93823947,665624.13927187
"3648","S01010153",263316.77384139,665820.94514849
"3649","S01010154",263158.59713435,665400.25979627
"3650","S01010155",263534.31321767,665466.44565996
"3651","S01010156",263806.59490703,665739.89570066
"3652","S01010157",264034.18524179,665620.51121626
"3653","S01010158",264090.29022453,665261.24949118
"3654","S01010159",264708.45749013,665175.63390185
"3655","S01010160",264545.3215048,665902.85180238
"3656","S01010161",264471.43087147,665612.74299886
"3657","S01010162",264891.08009367,665479.1614039
"3658","S01010163",264178.83982558,665906.19645815
"3659","S01010164",265336.13927256,665094.53241854
"3660","S01010165",265045.62487401,665763.06504183
"3661","S01010166",265359.57271049,666484.54789241
"3662","S01010167",265157.35244553,667096.74661445
"3663","S01010168",264804.22300168,666978.41442867
"3664","S01010169",264924.55751345,666397.17902293
"3665","S01010170",265328.53142455,666767.05375585
"3666","S01010171",265714.87431464,666306.64709549
"3667","S01010172",262663.07413619,665911.74639005
"3668","S01010173",262908.13887183,666403.48708739
"3669","S01010174",263596.49439977,666268.01907346
"3670","S01010175",263298.62866028,666066.62651712
"3671","S01010176",262809.43375235,666155.92254688
"3672","S01010177",264616.15625044,666571.26828933
"3673","S01010178",264101.2085728,666782.27677428
"3674","S01010179",263056.22289546,666760.40756309
"3675","S01010180",262726.01959661,666857.71347041
"3676","S01010181",263153.70267508,667143.29121832
"3677","S01010182",263562.31410799,667172.6150516
"3678","S01010183",262947.95702393,667645.12379026
"3679","S01010184",262782.8124651,667426.08989338
"3680","S01010185",262492.34993039,667767.89923952
"3681","S01010186",263682.28115588,667556.57107626
"3682","S01010187",264590.15393082,668186.4841649
"3683","S01010188",263817.09755539,668547.00580387
"3684","S01010189",262840.24588706,669339.98791559
"3685","S01010190",263346.84331119,669120.43442648
"3686","S01010191",262925.10832167,668987.45405434
"3687","S01010192",263049.3369898,668610.26632783
"3688","S01010193",263416.33575888,668615.59078065
"3689","S01010194",261947.11928111,668428.23183519
"3690","S01010195",261669.88048606,668461.47721568
"3691","S01010196",262558.02531022,668777.51556856
"3692","S01010197",262344.51213704,669250.37111888
"3693","S01010198",261869.73935763,668904.37427285
"3694","S01010199",262161.78084831,667940.09219339
"3695","S01010200",262268.25766747,668348.94911469
"3696","S01010201",261734.62110312,668005.93887752
"3697","S01010202",262211.33815034,667611.93286127
"3698","S01010203",261363.81727534,667321.70902656
"3699","S01010204",261550.72807449,667550.76654162
"3700","S01010205",261244.7869119,667558.52167275
"3701","S01010206",261979.56716066,667368.70800741
"3702","S01010207",261873.40596799,667501.0839997
"3703","S01010208",260663.09370731,667382.33326345
"3704","S01010209",261183.61826568,669059.64874014
"3705","S01010210",261083.93074164,668460.65451912
"3706","S01010211",261041.40599522,667782.89773096
"3707","S01010212",260761.60566531,667900.52598964
"3708","S01010213",261372.67592493,667909.04333289
"3709","S01010214",260335.69295246,669102.29364113
"3710","S01010215",260239.24385676,668532.35199537
"3711","S01010216",260565.0179834,668756.64219182
"3712","S01010217",260531.25454259,668401.05207159
"3713","S01010218",260359.48483691,668004.62098434
"3714","S01010219",259910.82530539,666735.17290136
"3715","S01010220",259146.59591035,666895.9467035
"3716","S01010221",259561.86770565,667113.29165808
"3717","S01010222",260240.02795702,667043.40518447
"3718","S01010223",260188.70304987,667692.96016882
"3719","S01010224",259663.61152026,667789.56077123
"3720","S01010225",261135.77237573,666885.09371633
"3721","S01010226",260284.12959836,666596.78362929
"3722","S01010227",260095.84211161,666476.43876654
"3723","S01010228",262216.80542489,666790.36058785
"3724","S01010229",261567.21017586,666423.20904115
"3725","S01010230",260656.9073421,666391.88643514
"3726","S01010231",260490.20798222,666105.95092769
"3727","S01010232",260803.70650425,666153.32715448
"3728","S01010233",261100.03692807,666144.61061189
"3729","S01010234",261104.52256611,665779.41304403
"3730","S01010235",260788.09656666,665657.29597017
"3731","S01010236",260981.31627046,665458.41205616
"3732","S01010237",261334.47142369,665441.58033713
"3733","S01010238",261569.88397448,665383.25278972
"3734","S01010239",261496.92501946,665785.57853367
"3735","S01010240",261664.95420236,665614.98548927
"3736","S01010241",262131.00402611,665805.36652824
"3737","S01010242",261882.12364488,665337.18988422
"3738","S01010243",262145.89832039,665359.99580301
"3739","S01010244",261659.34890219,665001.77349209
"3740","S01010245",261852.58400837,664725.83726947
"3741","S01010246",262380.7332013,665220.30442962
"3742","S01010247",262839.48153417,665195.25189532
"3743","S01010248",261366.75546971,665275.35320861
"3744","S01010249",261481.11626558,665113.95921388
"3745","S01010250",261251.24107044,665105.67580183
"3746","S01010251",261141.85806639,665273.92912316
"3747","S01010252",260965.65209587,665189.32164455
"3748","S01010253",260765.25282569,665230.22195927
"3749","S01010254",260698.05471741,664915.59920356
"3750","S01010255",261187.91701059,664727.82564451
"3751","S01010256",261143.09772781,664933.82203656
"3752","S01010257",260113.02806956,665086.08685042
"3753","S01010258",259825.86640277,665014.63059248
"3754","S01010259",259751.88011825,665685.36520501
"3755","S01010260",259533.40008071,665459.02654069
"3756","S01010261",259709.11488407,666152.15101061
"3757","S01010262",260287.09085904,665657.16997033
"3758","S01010263",259636.31919898,665070.93764741
"3759","S01010264",259410.27193763,664861.55128087
"3760","S01010265",259254.32197464,665187.70621742
"3761","S01010266",258167.3027864,666143.41129279
"3762","S01010267",258143.92958304,665846.87105418
"3763","S01010268",258326.78834631,666182.37988827
"3764","S01010269",258616.26529993,666145.79537176
"3765","S01010270",259052.55774104,666073.44586015
"3766","S01010271",258598.56471422,665956.54309038
"3767","S01010272",258155.72925663,665338.13955273
"3768","S01010273",258492.96660454,665030.74523442
"3769","S01010274",259038.26509812,664985.88220164
"3770","S01010275",258710.58567129,665553.20278363
"3771","S01010276",257645.66545641,665142.5882438
"3772","S01010277",257783.84715135,665359.00869999
"3773","S01010278",257747.32342398,665625.71972309
"3774","S01010279",257398.32485918,665817.41734448
"3775","S01010280",257633.06329849,665875.73895335
"3776","S01010281",257874.65726149,665799.64208487
"3777","S01010282",256591.02768377,666206.29085328
"3778","S01010283",256837.82816844,665562.71891412
"3779","S01010284",256359.66282221,666041.00526225
"3780","S01010285",257223.9505858,665803.25024585
"3781","S01010286",256757.63445482,665872.61966031
"3782","S01010287",256936.08545087,665953.12657426
"3783","S01010288",257266.82173931,666048.75032266
"3784","S01010289",257649.15455423,666174.64564284
"3785","S01010290",257653.75497475,666431.40724554
"3786","S01010291",257395.62419735,666791.14494915
"3787","S01010292",257641.38579053,666773.40384406
"3788","S01010293",257779.95487396,666529.56624166
"3789","S01010294",257797.68161292,666672.69513665
"3790","S01010295",258015.92235283,666495.48528202
"3791","S01010296",257916.87335913,666314.1751533
"3792","S01010297",258785.37785597,666606.16580004
"3793","S01010298",257915.70174438,666863.37152439
"3794","S01010299",258133.49665953,666842.4364747
"3795","S01010300",258144.2950346,666687.70924496
"3796","S01010301",258344.31083061,667037.95367019
"3797","S01010302",258429.42414675,666761.24604824
"3798","S01010303",258444.63787311,666923.9137288
"3799","S01010304",258133.26171632,667208.50484124
"3800","S01010305",257934.53241567,667430.20110467
"3801","S01010306",257780.93434326,667182.37136077
"3802","S01010307",257711.28833382,667338.4887997
"3803","S01010308",257616.9008909,667034.57099631
"3804","S01010309",258633.1038844,667458.04665617
"3805","S01010310",258912.53994489,667451.62726086
"3806","S01010311",258843.92052974,667763.32005411
"3807","S01010312",258728.34665067,668028.76031031
"3808","S01010313",258421.05527778,667567.99932077
"3809","S01010314",258123.20222903,667731.22483591
"3810","S01010315",257657.30134273,668529.60723837
"3811","S01010316",257899.94175213,668139.50287893
"3812","S01010317",257376.25292101,667800.34520328
"3813","S01010318",257662.60423868,667955.56092156
"3814","S01010319",257431.61263211,668196.59709272
"3815","S01010320",257168.80133566,668120.54155477
"3816","S01010321",257195.65841524,668457.39739792
"3817","S01010322",256877.21380555,667928.33127187
"3818","S01010323",259435.95714469,668031.11717651
"3819","S01010324",259787.68057892,668789.07908853
"3820","S01010325",259279.8471576,668652.75364167
"3821","S01010326",258516.65296174,668303.59469649
"3822","S01010327",258266.31837757,668597.45398125
"3823","S01010328",259291.65830943,668365.77960123
"3824","S01010329",257650.3392559,668828.81991605
"3825","S01010330",259399.41718206,669453.93802543
"3826","S01010331",259007.30763819,668922.51419528
"3827","S01010332",259278.43831373,669217.62589242
"3828","S01010333",258434.70582274,668965.82245049
"3829","S01010334",258768.74078132,669515.44774268
"3830","S01010335",259936.52101626,669273.63777317
"3831","S01010336",259698.07988022,669899.72447004
"3832","S01010337",259437.5236757,669717.05414577
"3833","S01010338",259744.27858155,669594.7275696
"3834","S01010339",260035.06888187,669686.02633277
"3835","S01010340",257605.12467115,669605.45020763
"3836","S01010341",257089.6899628,670168.26009575
"3837","S01010342",257195.04148886,669973.40225452
"3838","S01010343",257349.53953456,670344.815721
"3839","S01010344",259031.75679921,670118.83347896
"3840","S01010345",257839.04653649,671285.21353086
"3841","S01010346",256417.90916051,669787.32460342
"3842","S01010347",255870.63201031,670211.85812688
"3843","S01010348",256886.91058272,670370.00933257
"3844","S01010349",256880.42814892,669898.38663932
"3845","S01010350",258117.65211556,669520.18544789
"3846","S01010351",257758.85293637,669254.35395408
"3847","S01010352",257177.74161316,669390.15049062
"3848","S01010353",256706.67781229,669527.98670792
"3849","S01010354",256900.45809791,669187.32394267
"3850","S01010355",256628.68602749,669108.63701341
"3851","S01010356",256755.00410047,669016.05509967
"3852","S01010357",256548.50376153,669345.64216331
"3853","S01010358",256857.42595991,668401.45407409
"3854","S01010359",257012.40601698,668650.16399258
"3855","S01010360",256561.11477186,668743.24571625
"3856","S01010361",256465.30486826,668625.73795597
"3857","S01010362",256653.2297351,668298.44545398
"3858","S01010363",255772.77329595,668938.01368699
"3859","S01010364",255586.87270088,668745.72379135
"3860","S01010365",255768.15998985,668276.51306042
"3861","S01010366",256063.79925612,668653.73655775
"3862","S01010367",256302.33394,668204.79263304
"3863","S01010368",256372.84629477,667798.15472421
"3864","S01010369",257643.70732577,667552.72468085
"3865","S01010370",256859.12665335,667576.6467586
"3866","S01010371",257228.23253526,667302.57765197
"3867","S01010372",257269.28470051,667481.47008948
"3868","S01010373",257390.83756468,667567.7897179
"3869","S01010374",256279.46142683,667086.6400088
"3870","S01010375",256856.32405831,667224.99163681
"3871","S01010376",257296.80527477,666928.68935691
"3872","S01010377",257116.56940971,667011.4883215
"3873","S01010378",256884.93356028,667119.05739501
"3874","S01010379",256837.91530022,666769.71169239
"3875","S01010380",256151.15914115,666895.10281895
"3876","S01010381",256255.22823261,666508.83989749
"3877","S01010382",256048.10835905,666756.41224111
"3878","S01010383",256199.06566449,666644.83700784
"3879","S01010384",256897.22759385,666413.88880601
"3880","S01010385",255892.03765441,666749.02008586
"3881","S01010386",255883.1820516,666512.36254885
"3882","S01010387",255735.70691073,666262.17360379
"3883","S01010388",255315.8468217,666546.04795314
"3884","S01010389",254986.89712703,666460.31408243
"3885","S01010390",255054.58130628,666728.8485401
"3886","S01010391",254590.27027906,666612.77513086
"3887","S01010392",255333.72787062,666303.34472787
"3888","S01010393",255299.01586197,666891.32916206
"3889","S01010394",254859.12497108,667054.84149384
"3890","S01010395",255048.48772765,666908.83694365
"3891","S01010396",255645.05017391,666760.42429691
"3892","S01010397",255970.67337873,667015.94532902
"3893","S01010398",255258.17642213,667295.93586989
"3894","S01010399",255469.41046395,667549.22664672
"3895","S01010400",255612.15624332,667104.00898601
"3896","S01010401",255952.36228015,667202.04776504
"3897","S01010402",255697.89266141,667388.39058968
"3898","S01010403",255855.95203578,667641.00876002
"3899","S01010404",256163.50703376,667448.89598097
"3900","S01010405",256380.89307153,667536.63959437
"3901","S01010406",256464.86549738,667257.19510666
"3902","S01010407",256566.20083517,667125.50009045
"3903","S01010408",254080.53675702,668599.24228861
"3904","S01010409",253489.64705649,668406.05334885
"3905","S01010410",253792.53231298,668168.46983388
"3906","S01010411",254358.49980443,668155.76272771
"3907","S01010412",255343.80276642,667943.56347486
"3908","S01010413",255095.27747027,668329.31080383
"3909","S01010414",254555.79439508,668499.16148731
"3910","S01010415",254641.8715405,666900.1046724
"3911","S01010416",254869.72195456,667779.80941373
"3912","S01010417",254722.36938577,667609.98908675
"3913","S01010418",254707.75191417,667295.20658707
"3914","S01010419",255031.81464787,667435.5258548
"3915","S01010420",254175.67591391,667803.94991291
"3916","S01010421",254310.8679379,667311.8950061
"3917","S01010422",253885.64341028,667368.58700796
"3918","S01010423",254186.022436,666835.66518386
"3919","S01010424",253899.14258402,666758.73266388
"3920","S01010425",253510.85697018,667170.14943783
"3921","S01010426",253298.15028871,667386.13617168
"3922","S01010427",252869.74793594,668123.95113883
"3923","S01010428",253478.74944238,667881.88004729
"3924","S01010429",253155.1950427,667691.65532502
"3925","S01010430",252800.86982669,667949.14556172
"3926","S01010431",253552.19346486,667578.42165834
"3927","S01010432",252302.21131166,667936.20877735
"3928","S01010433",252516.68659933,668079.550333
"3929","S01010434",252818.36754781,667745.15504119
"3930","S01010435",252388.9890522,668289.60832494
"3931","S01010436",252855.78529653,667392.20839077
"3932","S01010437",252049.41255051,668497.58307289
"3933","S01010438",251708.62891498,668604.780943
"3934","S01010439",251445.39124515,668501.95799363
"3935","S01010440",251320.74075296,668991.4288121
"3936","S01010441",250945.00498292,668826.24562028
"3937","S01010442",251853.48795818,668206.74860033
"3938","S01010443",251442.37709854,669849.76016245
"3939","S01010444",251684.75184021,669691.21649724
"3940","S01010445",251575.88377562,669270.29646126
"3941","S01010446",251307.9801855,669463.35982634
"3942","S01010447",252057.86806518,669690.99388287
"3943","S01010448",252016.1189227,669292.9576274
"3944","S01010449",251811.73373067,668944.56589498
"3945","S01010450",252431.88532976,669597.20350551
"3946","S01010451",252940.71184738,668440.70579772
"3947","S01010452",252353.10702016,668694.19613288
"3948","S01010453",252631.35353896,668460.26957019
"3949","S01010454",252195.65897881,669018.18367208
"3950","S01010455",252566.40180871,669924.10556631
"3951","S01010456",252800.92068904,669747.93443384
"3952","S01010457",252908.41106598,669355.36342598
"3953","S01010458",252630.17841727,668798.05713628
"3954","S01010459",252554.04665751,669070.55714833
"3955","S01010460",253633.08463827,668855.81831827
"3956","S01010461",253359.08955641,669190.76947662
"3957","S01010462",253132.99009284,669082.65812688
"3958","S01010463",253152.85179351,668635.327592
"3959","S01010464",253338.69450835,668793.54637503
"3960","S01010465",255810.80202809,669350.45816635
"3961","S01010466",255211.85657586,669615.77903289
"3962","S01010467",255281.00873213,668559.85154078
"3963","S01010468",255137.58326263,668888.76946013
"3964","S01010469",254844.94454715,668924.02448483
"3965","S01010470",253674.71215354,669473.86702086
"3966","S01010471",254061.6991004,669525.28949344
"3967","S01010472",254390.37911897,669621.71716779
"3968","S01010473",254668.29983337,669306.72856347
"3969","S01010474",254547.44195744,669094.94821341
"3970","S01010475",254697.02493953,669557.12452616
"3971","S01010476",254280.43488634,668941.57849677
"3972","S01010477",253796.2751321,669059.74517541
"3973","S01010478",253355.23833605,670420.80829371
"3974","S01010479",253288.73370786,670117.91385409
"3975","S01010480",253269.10762254,669807.10592032
"3976","S01010481",254164.64963722,669914.31495076
"3977","S01010482",253794.89507684,669807.25675619
"3978","S01010483",253784.17686603,670191.04458423
"3979","S01010484",254190.5633358,670131.26554038
"3980","S01010485",252302.54325369,670157.84378066
"3981","S01010486",251772.93413848,670308.61888125
"3982","S01010487",252748.92150083,670318.5171224
"3983","S01010488",253007.71389039,670730.62949768
"3984","S01010489",252219.58995942,670788.83631936
"3985","S01010490",253133.51943204,671045.72028252
"3986","S01010491",252714.27330949,671036.31802853
"3987","S01010492",252492.55461626,671741.34581502
"3988","S01010493",252526.57535631,671237.17350006
"3989","S01010494",253057.18761188,671634.10313307
"3990","S01010495",252921.97111746,671341.94028248
"3991","S01010496",252086.42897288,671529.35844447
"3992","S01010497",252105.83954683,672075.14304075
"3993","S01010498",251797.61397413,671866.7338523
"3994","S01010499",251818.80505881,671230.82160195
"3995","S01010500",251182.18379556,671084.48894664
"3996","S01010501",251267.20920953,671387.8448512
"3997","S01010502",251117.78005827,671688.19824535
"3998","S01010503",251325.16478953,670796.56764711
"3999","S01010504",148270.94506596,778507.40932245
"4000","S01010505",170728.07211126,773307.56031793
"4001","S01010506",177512.08022876,796991.58531882
"4002","S01010507",167713.56871766,796821.69785116
"4003","S01010508",178659.24938972,757289.03603955
"4004","S01010509",193214.96072654,779190.75474108
"4005","S01010510",211841.76748552,776358.56005318
"4006","S01010511",210975.59215031,776047.11595429
"4007","S01010512",208286.54751388,776835.97716308
"4008","S01010513",210625.62439446,776974.42152844
"4009","S01010514",210460.14295524,776315.53271191
"4010","S01010515",211049.46346437,776548.85940111
"4011","S01010516",209017.07834928,772479.2612649
"4012","S01010517",210255.75888895,773565.73630242
"4013","S01010518",209779.52735589,772839.78460331
"4014","S01010519",210151.84998897,772964.61313193
"4015","S01010520",211300.7732967,774782.494895
"4016","S01010521",212615.1019932,767852.0211398
"4017","S01010522",210577.2074782,774197.77723349
"4018","S01010523",210650.80464705,773705.18123445
"4019","S01010524",220199.35956821,763892.70733544
"4020","S01010525",218881.60484706,753320.89718647
"4021","S01010526",208949.6645906,757862.64775991
"4022","S01010527",218527.78373247,761959.52120666
"4023","S01010528",235850.91279187,779481.25596617
"4024","S01010529",224687.00384479,781563.48950651
"4025","S01010530",211230.51109143,796738.77700916
"4026","S01010531",271831.20998444,799063.09914641
"4027","S01010532",262632.14153899,789909.40261955
"4028","S01010533",275563.75463337,800507.26483394
"4029","S01010534",275880.61946279,801038.80119914
"4030","S01010535",284070.85516508,801632.11175324
"4031","S01010536",289740.9153365,813368.0841768
"4032","S01010537",289224.73764271,812203.23236345
"4033","S01010538",289916.1473024,814578.32309684
"4034","S01010539",295197.50319958,806978.44961967
"4035","S01010540",295591.37019346,819412.59498879
"4036","S01010541",288715.96618122,822132.65087827
"4037","S01010542",304816.1934816,815563.73080835
"4038","S01010543",299596.67215545,831357.27563436
"4039","S01010544",302615.37659907,827326.53201514
"4040","S01010545",303017.95555222,827662.37723303
"4041","S01010546",303373.51069164,828082.21318664
"4042","S01010547",308845.52677396,830873.55767092
"4043","S01010548",284157.38483076,853583.7957
"4044","S01010549",290408.68991907,857253.17446989
"4045","S01010550",291939.31213904,855433.25201101
"4046","S01010551",293209.04475026,855828.92011653
"4047","S01010552",282794.74768175,846419.60513303
"4048","S01010553",291042.28162724,841908.63642569
"4049","S01010554",288615.42008463,856957.09693124
"4050","S01010555",288347.6428903,856426.16555342
"4051","S01010556",288218.57374841,855799.69777208
"4052","S01010557",289041.88628277,855877.31972098
"4053","S01010558",289245.2669376,856490.00323361
"4054","S01010559",287926.49506159,856746.45011289
"4055","S01010560",287845.71258863,856063.22972419
"4056","S01010561",286976.36164438,856516.48479371
"4057","S01010562",287274.92464267,856109.26051084
"4058","S01010563",287345.18630085,855719.72470983
"4059","S01010564",286847.14226405,855435.07909267
"4060","S01010565",286796.91740142,855731.5148792
"4061","S01010566",271380.5609822,823398.86343079
"4062","S01010567",274938.76467167,841440.74242934
"4063","S01010568",277557.89528455,848428.55290206
"4064","S01010569",277615.48331083,852709.59080532
"4065","S01010570",278261.42520237,854987.16359826
"4066","S01010571",271790.00166299,846699.13896105
"4067","S01010572",271822.78506696,846368.70760442
"4068","S01010573",271476.87405457,846441.14023433
"4069","S01010574",272547.14341519,846518.75205586
"4070","S01010575",273144.5001679,847132.03743561
"4071","S01010576",273466.50055531,846199.05127027
"4072","S01010577",271249.10715654,845297.31072551
"4073","S01010578",271101.47644464,845596.00386512
"4074","S01010579",271964.72808357,845913.59429464
"4075","S01010580",271505.68255204,845563.43347339
"4076","S01010581",271712.79202558,846126.39905136
"4077","S01010582",270010.7755262,845128.61766435
"4078","S01010583",271058.01495631,844663.25904661
"4079","S01010584",272587.08698632,844976.00809473
"4080","S01010585",271879.22737293,844961.66276174
"4081","S01010586",271663.87261978,844612.8818447
"4082","S01010587",270699.87331783,844350.35947915
"4083","S01010588",269676.11342532,844256.91832047
"4084","S01010589",270190.08534562,843874.17064878
"4085","S01010590",269345.5017761,842001.71901377
"4086","S01010591",269683.0685178,842246.37831795
"4087","S01010592",268368.8013065,843352.8760157
"4088","S01010593",270356.08804823,842951.4150323
"4089","S01010594",268921.58292898,843560.24644109
"4090","S01010595",268713.24636642,843998.57940494
"4091","S01010596",265858.46804533,838093.11043776
"4092","S01010597",267132.17081056,841692.08528414
"4093","S01010598",266214.62807484,841703.2674727
"4094","S01010599",264756.56356504,841557.01690114
"4095","S01010600",267186.4125666,842531.85549329
"4096","S01010601",266356.18886091,842739.42635851
"4097","S01010602",265640.41390925,842199.65201431
"4098","S01010603",266216.24067167,842339.72065431
"4099","S01010604",265854.89706537,842803.99481775
"4100","S01010605",265353.36377288,842576.02751417
"4101","S01010606",267293.15766635,843620.19030602
"4102","S01010607",266820.24049874,843464.93168983
"4103","S01010608",267187.09258735,843321.68134148
"4104","S01010609",267088.50754538,842964.5035286
"4105","S01010610",266069.19012762,843239.36067574
"4106","S01010611",267655.94371762,843361.73386538
"4107","S01010612",267837.47883682,843671.93977279
"4108","S01010613",267636.12237759,843933.33085639
"4109","S01010614",267398.69760165,843173.66329623
"4110","S01010615",267736.82870007,843044.8277901
"4111","S01010616",268119.67302556,844399.39664346
"4112","S01010617",268235.3301409,843972.98789151
"4113","S01010618",268088.31520455,843490.69721289
"4114","S01010619",267858.91647811,846191.76104777
"4115","S01010620",266737.7170095,845488.54568478
"4116","S01010621",267593.64646842,845348.69340403
"4117","S01010622",268518.92135803,845450.20669007
"4118","S01010623",268029.19333816,845026.3358239
"4119","S01010624",268602.75181411,844915.51858457
"4120","S01010625",267409.1581671,844433.05870188
"4121","S01010626",266929.57115117,844250.33330743
"4122","S01010627",266599.0086089,844463.90500288
"4123","S01010628",267001.6340846,844938.92458584
"4124","S01010629",267393.61301946,845001.67112091
"4125","S01010630",265992.00098842,844238.17328343
"4126","S01010631",265843.17260197,843801.38626405
"4127","S01010632",265863.19959758,844520.2431487
"4128","S01010633",265262.60921081,844704.59295003
"4129","S01010634",265301.99870282,845226.46068878
"4130","S01010635",265605.00658303,844899.30080605
"4131","S01010636",265907.21440354,845133.35164446
"4132","S01010637",266131.96561546,845457.63944575
"4133","S01010638",265547.87391734,845579.88869865
"4134","S01010639",265656.77959883,845974.03444389
"4135","S01010640",266268.67708929,845014.41305107
"4136","S01010641",266144.20587511,846176.31740007
"4137","S01010642",265480.12826185,846348.86220804
"4138","S01010643",265562.37325233,846886.82200083
"4139","S01010644",265864.04822406,846565.55624999
"4140","S01010645",264400.4378681,845461.93644122
"4141","S01010646",264631.50823998,846117.96861753
"4142","S01010647",264771.37677486,845731.89248143
"4143","S01010648",265072.24908187,845448.35025435
"4144","S01010649",264972.9538497,846204.90981549
"4145","S01010650",262810.21925014,842241.49183078
"4146","S01010651",264666.45004784,844189.40255419
"4147","S01010652",264281.42797019,844880.71777345
"4148","S01010653",264682.17071913,845315.31738736
"4149","S01010654",264763.06195169,844939.63922746
"4150","S01010655",227241.76295502,833289.97731478
"4151","S01010656",248705.96714976,841179.90121897
"4152","S01010657",250666.42524587,837667.27684767
"4153","S01010658",259962.41425299,843838.53176237
"4154","S01010659",254141.37025648,843288.11053976
"4155","S01010660",252242.97009982,846026.10479307
"4156","S01010661",252577.33671911,846494.02973561
"4157","S01010662",256042.6240469,845882.25693735
"4158","S01010663",250231.65597933,845774.33639645
"4159","S01010664",244126.25456764,830158.23027149
"4160","S01010665",253818.45982784,818182.20720423
"4161","S01010666",250852.24217336,829130.16617795
"4162","S01010667",254288.66529546,833373.75045828
"4163","S01010668",235611.95855897,811896.2417707
"4164","S01010669",195185.26096617,815737.45650503
"4165","S01010670",201713.25219684,831712.47377623
"4166","S01010671",183034.69549062,831963.72418004
"4167","S01010672",176004.82872205,827582.97231042
"4168","S01010673",166944.59301222,824176.0354411
"4169","S01010674",161301.87242221,822402.01706719
"4170","S01010675",140645.52542361,828983.27524106
"4171","S01010676",165111.58799982,810557.0302361
"4172","S01010677",153609.68400668,838996.78735018
"4173","S01010678",148251.55489718,859424.12911695
"4174","S01010679",148392.79105589,843948.00366346
"4175","S01010680",147475.92985637,843686.9326944
"4176","S01010681",148011.31409902,844142.8682035
"4177","S01010682",138726.0908429,848492.80476642
"4178","S01010683",142018.08607497,862249.72467394
"4179","S01010684",128574.54178521,850013.55958381
"4180","S01010685",119809.9488786,845872.90309072
"4181","S01010686",185383.6306751,873774.90525971
"4182","S01010687",177216.11378363,882916.52774114
"4183","S01010688",182677.60821573,850180.11802794
"4184","S01010689",201893.854275,845965.70887932
"4185","S01010690",212726.13896669,894155.7413111
"4186","S01010691",210622.50620322,884492.30036866
"4187","S01010692",212902.78935678,894570.28416791
"4188","S01010693",211446.25647302,908115.92949692
"4189","S01010694",187288.25012734,892264.55802115
"4190","S01010695",252652.08596141,860944.54864387
"4191","S01010696",248188.92383864,857986.17208078
"4192","S01010697",241232.34681451,852499.54130465
"4193","S01010698",223478.8944482,863377.52846451
"4194","S01010699",256154.91278083,877170.57279656
"4195","S01010700",250511.44625403,869613.17995879
"4196","S01010701",260762.56148534,866321.18619774
"4197","S01010702",271496.61019275,875216.94267972
"4198","S01010703",251256.77406567,850655.74291522
"4199","S01010704",253053.87174559,850432.0074644
"4200","S01010705",252461.73912868,850203.01968241
"4201","S01010706",253056.01949928,849144.19386062
"4202","S01010707",254287.13302806,854852.4844299
"4203","S01010708",254118.9125009,855999.02975411
"4204","S01010709",253933.88947049,856506.1739713
"4205","S01010710",254676.79495141,855649.69052069
"4206","S01010711",254448.02258921,855159.24466296
"4207","S01010712",253910.78639487,859617.45631663
"4208","S01010713",254594.30008287,859539.51610841
"4209","S01010714",254882.82071432,859044.93820985
"4210","S01010715",254295.27771485,858885.27519964
"4211","S01010716",255333.92499381,858637.53885465
"4212","S01010717",255255.89391951,859502.3504142
"4213","S01010718",254933.01143259,860112.90863439
"4214","S01010719",273611.29772832,857428.65716668
"4215","S01010720",273625.12148813,856450.75766417
"4216","S01010721",272345.39269517,856421.56311758
"4217","S01010722",269940.04355975,855054.23558109
"4218","S01010723",270447.86816409,858501.45904438
"4219","S01010724",264352.67962929,855125.51327036
"4220","S01010725",262856.44343558,850258.60876526
"4221","S01010726",265067.10528235,848208.9249558
"4222","S01010727",262513.67635393,858689.60072343
"4223","S01010728",259385.09498711,858808.56348289
"4224","S01010729",258995.86590317,853788.30381541
"4225","S01010730",267395.45161975,863633.46141386
"4226","S01010731",276772.20164074,864548.6872413
"4227","S01010732",264462.57059444,869737.89848141
"4228","S01010733",265042.55192383,869549.88928232
"4229","S01010734",264204.57866667,869064.67148111
"4230","S01010735",267358.48474817,870111.58451005
"4231","S01010736",266852.2839348,869988.57727849
"4232","S01010737",265955.00900745,868812.53803133
"4233","S01010738",265737.58125247,869909.62542828
"4234","S01010739",265210.39539478,869827.98299579
"4235","S01010740",270092.78479496,869293.71586119
"4236","S01010741",268507.51110317,870276.75271656
"4237","S01010742",270625.00037796,868898.73190827
"4238","S01010743",270302.21914384,869184.90492167
"4239","S01010744",271392.61397745,869964.10324838
"4240","S01010745",270816.633884,868662.71623714
"4241","S01010746",282113.43843714,874375.6013426
"4242","S01010747",277720.0776073,875095.46301987
"4243","S01010748",291948.18780216,884316.02986187
