"","dz","x","y"
"2553","S01009058",281438.0394955,682991.57402131
"2554","S01009059",281426.84080206,682454.08706373
"2555","S01009060",282462.27621287,682213.04681295
"2556","S01009061",280674.08788843,681513.11011237
"2557","S01009062",280636.44854198,682310.05427574
"2558","S01009063",280438.03603145,681987.11602255
"2559","S01009064",280724.64634994,681865.11599895
"2560","S01009065",281009.71576764,681878.70226001
"2561","S01009066",280975.91968095,682355.35522619
"2562","S01009067",281027.95406015,680274.30634631
"2563","S01009068",280929.80583128,680725.0926829
"2564","S01009069",280775.6562925,681149.83961576
"2565","S01009070",281154.37825481,681213.98396346
"2566","S01009071",280087.59489978,677893.26123056
"2567","S01009072",280357.21814829,679734.86689089
"2568","S01009073",278841.48551712,679287.9461237
"2569","S01009074",278499.16580767,679034.9322826
"2570","S01009075",278043.04720791,679602.04894102
"2571","S01009076",278250.28342875,678867.47240601
"2572","S01009077",281694.1119945,680572.78696362
"2573","S01009078",281813.48453209,680272.37501036
"2574","S01009079",282203.56125176,680261.24330951
"2575","S01009080",282379.95563199,680766.729399
"2576","S01009081",282698.24603385,681033.62919019
"2577","S01009082",282955.27988887,680579.59305436
"2578","S01009083",282779.96384197,679611.69861349
"2579","S01009084",283663.81700139,679151.2195837
"2580","S01009085",282278.37568506,679283.85883848
"2581","S01009086",282080.41541927,679566.81565233
"2582","S01009087",281970.99632309,679154.62078524
"2583","S01009088",284532.87235838,683588.81789962
"2584","S01009089",286048.68464575,683990.36510033
"2585","S01009090",286548.28284116,684128.95386523
"2586","S01009091",286165.92600904,684043.0198734
"2587","S01009092",286137.16826309,683138.1119856
"2588","S01009093",285724.95786674,683631.22779865
"2589","S01009094",286203.09434275,682007.78874483
"2590","S01009095",285494.02961224,682284.64112941
"2591","S01009096",285742.78807579,682571.54206857
"2592","S01009097",285848.26098908,682941.82488724
"2593","S01009098",286595.92945694,682087.98020581
"2594","S01009099",286643.97627048,683262.91961785
"2595","S01009100",286712.22850384,682734.73639222
"2596","S01009101",286715.58865669,682435.86816163
"2597","S01009102",287052.06508581,682435.38045462
"2598","S01009103",287884.0097107,683235.73465367
"2599","S01009104",287588.19928871,683345.41135776
"2600","S01009105",287321.01386445,683004.44838015
"2601","S01009106",287202.41926791,683258.20381116
"2602","S01009107",287596.57840308,682599.48573523
"2603","S01009108",288044.24846065,683474.49345685
"2604","S01009109",288003.58686491,683988.17253143
"2605","S01009110",287467.78699982,683718.39037156
"2606","S01009111",287542.56284227,683947.53356392
"2607","S01009112",287023.17057251,683713.09163104
"2608","S01009113",288618.32344046,682689.74719587
"2609","S01009114",288802.68308514,683042.91857311
"2610","S01009115",288191.91569245,682758.24315355
"2611","S01009116",288367.49133182,683239.71241367
"2612","S01009117",289363.97726592,682984.51116641
"2613","S01009118",289207.53623757,683317.51908678
"2614","S01009119",288670.79530354,683324.739494
"2615","S01009120",289045.51262503,683463.38526282
"2616","S01009121",292004.61111674,682032.14932121
"2617","S01009122",289252.73338768,686344.27985658
"2618","S01009123",289942.13715668,687146.40232445
"2619","S01009124",290262.92551381,687067.1269655
"2620","S01009125",289896.99204773,687709.42539817
"2621","S01009126",289054.13375998,681976.97991666
"2622","S01009127",289180.68056963,682504.45533545
"2623","S01009128",288486.96201947,681963.97531514
"2624","S01009129",288763.80776639,682353.71433945
"2625","S01009130",288797.36901192,682024.34683666
"2626","S01009131",289041.88699596,681721.66509555
"2627","S01009132",288183.5384099,682164.00013141
"2628","S01009133",288847.28127273,681224.30221933
"2629","S01009134",288334.0935116,681265.86970651
"2630","S01009135",288306.5440429,681614.09108781
"2631","S01009136",288036.6749811,681637.72746614
"2632","S01009137",287732.6896023,681632.53911319
"2633","S01009138",288472.93716717,680627.22291457
"2634","S01009139",289174.32333845,680636.77599302
"2635","S01009140",288977.7672927,680440.98483072
"2636","S01009141",288950.65329358,681048.13276702
"2637","S01009142",289543.12666325,680441.46003082
"2638","S01009143",289300.2069343,680864.05145235
"2639","S01009144",290328.84318374,681393.04184107
"2640","S01009145",289668.55720221,680870.52566428
"2641","S01009146",289866.9803898,680128.33586051
"2642","S01009147",290229.44675749,680386.49341942
"2643","S01009148",290446.08809158,680154.18108619
"2644","S01009149",290026.23788748,679688.10837247
"2645","S01009150",289447.36177609,679594.23026819
"2646","S01009151",288722.19622526,679567.56021852
"2647","S01009152",289007.09590383,679561.113649
"2648","S01009153",288959.2645511,680076.41238169
"2649","S01009154",288133.14639567,680143.72551437
"2650","S01009155",288286.20142066,679659.76077149
"2651","S01009156",287936.8700597,679430.58177413
"2652","S01009157",287333.37189712,679512.09323428
"2653","S01009158",287658.9057454,679663.94916316
"2654","S01009159",286611.92402073,680120.7757186
"2655","S01009160",286620.51276188,680572.8929061
"2656","S01009161",287058.60655282,680577.2057809
"2657","S01009162",287063.70276509,680250.03331173
"2658","S01009163",287444.54832122,680527.83328112
"2659","S01009164",285639.76501745,680371.84308138
"2660","S01009165",285970.31856116,680742.12045183
"2661","S01009166",286137.99351025,680426.168624
"2662","S01009167",286288.40907341,680183.79861672
"2663","S01009168",287430.27959694,679992.4216119
"2664","S01009169",286911.57213912,679742.34375078
"2665","S01009170",286311.23726574,679848.17099838
"2666","S01009171",285774.7318546,679738.45496546
"2667","S01009172",288286.63961512,679210.70620362
"2668","S01009173",288055.58152564,678690.58313971
"2669","S01009174",288139.06450964,678287.88959978
"2670","S01009175",287693.2026901,678441.6467387
"2671","S01009176",285449.44587925,677305.48612364
"2672","S01009177",289866.26712538,678422.50992563
"2673","S01009178",289522.15772635,678423.02504902
"2674","S01009179",289228.35077228,678558.62737509
"2675","S01009180",288911.09324959,678356.35916419
"2676","S01009181",288177.73716073,676301.5681319
"2677","S01009182",290031.78381678,676970.53653945
"2678","S01009183",289883.06402034,677143.25485324
"2679","S01009184",283976.76118044,673060.58412747
"2680","S01009185",286868.38054262,671275.69355504
"2681","S01009186",290813.11445214,676333.52221854
"2682","S01009187",293303.13813461,675465.44364353
"2683","S01009188",290122.79368315,672733.1273408
"2684","S01009189",296872.21429464,676845.88625491
"2685","S01009190",291247.64094187,677762.76466152
"2686","S01009191",292200.21992919,677619.16707408
"2687","S01009192",291978.94672527,678093.13583652
"2688","S01009193",290881.67132232,678384.58448322
"2689","S01009194",291838.25773997,677189.83233348
"2690","S01009195",292957.16830196,678146.49468455
"2691","S01009196",292751.109241,677902.99881654
"2692","S01009197",292722.13816011,677500.54893043
"2693","S01009198",293275.54847447,677751.34000296
"2694","S01009199",293202.5703198,677233.15493233
"2695","S01009200",295615.06122452,677315.01986377
"2696","S01009201",293293.18423679,676820.14609116
"2697","S01009202",293541.05969647,676758.75568406
"2698","S01009203",294107.289292,676717.51511384
"2699","S01009204",294306.17948907,676398.50236925
"2700","S01009205",294157.92117259,678558.54181123
"2701","S01009206",293930.09385826,678354.94123263
"2702","S01009207",293641.1474636,678200.43125967
"2703","S01009208",293346.48657802,679112.58931209
"2704","S01009209",293522.19702157,678659.58951126
"2705","S01009210",294493.92907265,680282.6232371
"2706","S01009211",292338.81019558,678898.82098812
"2707","S01009212",292232.48772642,678643.88990232
"2708","S01009213",291720.5952514,678535.5924262
"2709","S01009214",292746.00747291,678576.70321833
"2710","S01009215",290943.05898116,679549.29788164
"2711","S01009216",291041.28602478,679136.15646453
"2712","S01009217",291421.92768165,679006.40566679
"2713","S01009218",291518.01625505,679551.74815136
"2714","S01009219",292490.95518087,680046.71399533
"2715","S01009220",291965.78546474,680405.76474517
"2716","S01009221",292234.88866052,680489.62404909
"2717","S01009222",292408.88795798,680264.37088153
"2718","S01009223",292503.33506452,680588.88581535
"2719","S01009224",292317.05148788,680964.06503342
"2720","S01009225",292076.58296847,680743.46169103
"2721","S01009226",291914.54871168,681247.74507629
"2722","S01009227",292665.83716659,681515.39332065
"2723","S01009228",292619.81300498,681748.91132194
"2724","S01009229",292847.57513997,681962.99959086
"2725","S01009230",293361.38940199,682013.65173175
"2726","S01009231",293741.56628002,681791.12122987
"2727","S01009232",293271.27819928,680611.99196853
"2728","S01009233",293248.67443621,680921.59326089
"2729","S01009234",293552.6451364,680821.39189764
"2730","S01009235",293946.16952965,680990.62664134
"2731","S01009236",293538.54411905,681563.97455549
"2732","S01009237",293190.38787727,681506.73961781
"2733","S01009238",293086.30203514,679935.88980937
"2734","S01009239",292832.9007673,679957.10490404
"2735","S01009240",292835.01989547,680826.88593923
"2736","S01009241",292928.21069652,680480.53090121
"2737","S01009242",293455.89145681,680280.15660643
"2738","S01009243",299229.88045048,680248.85482936
"2739","S01009244",297831.63601091,679405.18007104
"2740","S01009245",297908.46672072,680865.19317135
"2741","S01009246",299178.94155857,680695.61408966
"2742","S01009247",299495.89371556,680503.93904406
"2743","S01009248",299713.83328692,680274.31735281
"2744","S01009249",299859.55734093,680834.08143109
"2745","S01009250",300023.0661637,680574.95861499
"2746","S01009251",300198.78799617,680340.95175381
"2747","S01009252",300513.72111283,680458.87585982
"2748","S01009253",298733.12805803,680932.90567808
"2749","S01009254",298812.35016931,681306.98360465
"2750","S01009255",300139.37921944,681659.67039165
"2751","S01009256",299983.99595677,681231.28036876
"2752","S01009257",299510.34747241,681306.90449232
"2753","S01009258",303051.86765989,679586.21100213
"2754","S01009259",300546.38434292,680935.68681401
"2755","S01009260",301360.36131236,681501.83322916
"2756","S01009261",300745.07669461,681409.79265684
"2757","S01009262",300889.42918601,680841.88219082
"2758","S01009263",301378.49763048,681001.19301862
"2759","S01009264",294796.43928011,688282.21999523
"2760","S01009265",293074.61479385,687842.11851586
"2761","S01009266",293532.51030046,687533.69419669
"2762","S01009267",293148.2631244,687373.90092243
"2763","S01009268",298620.99404293,690222.53278294
"2764","S01009269",302720.68522516,688847.08716051
"2765","S01009270",302435.5776245,689291.36136264
"2766","S01009271",301884.12260806,689199.88986849
"2767","S01009272",302855.22559893,688798.919529
"2768","S01009273",302080.94504993,692647.43769738
"2769","S01009274",302546.44296331,692218.10578179
"2770","S01009275",303087.3164521,693520.27895791
"2771","S01009276",304133.39250003,689008.05566424
"2772","S01009277",308018.67720273,690952.81107182
"2773","S01009278",302524.79961297,686031.02625877
"2774","S01009279",302511.54848263,687555.28579978
"2775","S01009280",300806.22446067,686667.42493774
"2776","S01009281",300181.44356761,686604.62055393
"2777","S01009282",298229.05356745,687521.89664095
"2778","S01009283",303285.5537306,685334.85838299
"2779","S01009284",304898.65435932,686257.8100461
"2780","S01009285",304580.77931353,686527.60102601
"2781","S01009286",304392.85129961,686270.92759228
"2782","S01009287",308181.69382396,683214.59116498
"2783","S01009288",308142.33411371,684631.47404008
"2784","S01009289",307090.45205808,687105.87198974
"2785","S01009290",306448.77030176,686782.41883371
"2786","S01009291",306873.14748429,686133.01034519
"2787","S01009292",309135.74959446,689037.74111998
"2788","S01009293",307776.73111819,688412.21732349
"2789","S01009294",307269.97360666,688550.456468
"2790","S01009295",308357.00518891,688493.74617336
"2791","S01009296",307793.09172495,688733.77406249
"2792","S01009297",308900.98596143,688658.07205999
"2793","S01009298",308394.33133348,688108.69107998
"2794","S01009299",308621.18418261,687344.56830059
"2795","S01009300",308699.91656745,687800.36880663
"2796","S01009301",308988.72014726,688049.14101316
"2797","S01009302",310140.05596625,688420.45772483
"2798","S01009303",310222.29228943,688000.97619397
"2799","S01009304",309852.90204817,688665.11062234
"2800","S01009305",309657.54031574,688330.05181958
"2801","S01009306",309347.38922772,688114.07933039
"2802","S01009307",309407.27816673,687747.21451579
"2803","S01009308",309287.9592425,687321.57081407
"2804","S01009309",309520.89870626,687069.63792225
"2805","S01009310",309005.69701277,686494.71562903
"2806","S01009311",309750.07584033,686110.11840083
"2807","S01009312",309619.93109428,686653.85417874
"2808","S01009313",309821.21183226,686555.96603604
"2809","S01009314",310204.00153044,686872.25606725
"2810","S01009315",310294.42257789,686544.43502958
"2811","S01009316",310019.30459041,687393.09082584
"2812","S01009317",310725.54834171,687463.88235115
"2813","S01009318",310513.18182285,687684.41062378
"2814","S01009319",311011.96690441,687873.40306366
"2815","S01009320",310858.80136433,688222.02438099
"2816","S01009321",311686.39308404,688638.71688968
"2817","S01009322",312550.94140594,690507.97841294
"2818","S01009323",310660.64281825,689449.68338384
"2819","S01009324",310398.62232316,689344.60315484
"2820","S01009325",311173.40440043,689737.75634476
"2821","S01009326",311125.68491562,688507.46872375
"2822","S01009327",310439.45246111,688637.05222288
"2823","S01009328",312565.06030016,686964.49131078
"2824","S01009329",312133.06875825,687226.75300142
"2825","S01009330",312096.0088191,686840.06202611
"2826","S01009331",312884.77477303,687301.8584253
"2827","S01009332",311924.05728843,688063.26217955
"2828","S01009333",310662.15378381,686881.02060851
"2829","S01009334",311310.07832879,687538.25206215
"2830","S01009335",310952.1096665,687206.33982172
"2831","S01009336",311520.6999955,687809.39110647
